Id	Name	Name.NCBI	entrez	product	ctrl4	ctrl5	ctrl6	IP1	IP2	IP3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene1678	SAOUHSC_01760	ABD30829.1	3920558	"conserved hypothetical protein"	2856	3130	218	30825	21050	28316	120016796166974	384760824252886	372072042801883	10341030230475	"4	59570055392134E-11"	"2	09563945258813E-09"
gene1679	SAOUHSC_01761	ABD30830.1	3920559	"conserved hypothetical protein"	5337	6412	235	48830	32653	48128	195837529611189	370924545287754	512496792662788	723759739764488	"45	6702759678512"	"603	641908444642"
gene168	SAOUHSC_00178	ABD29356.1	3919492	"maltose ABC transporter permease protein"	229	296	33	921	916	668	427437852015356	216166223879558	261817435835239	825637235312284	"0	0150166662883262"	"0	028731188087315"
gene1680	SAOUHSC_01762	ABD30831.1	3920560	"conserved hypothetical protein"	1788	1426	90	3667	2681	3118	172675753366339	170100898616365	44478542622119	382433615376091	131124911343983	420091050863159
gene1681	SAOUHSC_01763	ABD30832.1	3919681	"conserved hypothetical protein"	368	239	48	3619	2777	3480	148643782515458	38243102107764	333697488842665	114604105174418	"2	08524067422782E-16"	"1	50137328544403E-14"
gene1682	SAOUHSC_01764	ABD30833.1	3919682	"conserved hypothetical protein"	277	158	8	1914	1623	2028	839848876824553	385744709466549	540464448431569	713728184316254	"95	1945319404919"	"119	92786799304"
gene1683	SAOUHSC_01765	ABD30834.1	3919683	"hypothetical protein"	48	31	1	302	139	376	124679895410808	349171825246433	602725729110723	579321254066274	"690526	285802995"	"5024680	63286435"
gene1684	SAOUHSC_01766	ABD30835.1	3919684	"folylpolyglutamate synthase/dihydrofolate synthase putative"	42049	50444	7384	14986	13674	11182	202493295443445	-139981263167138	191794056603134	-729851934133663	"29	0951687617045"	"394	081097683285"
gene1685	SAOUHSC_01767	ABD30836.1	3919685	"valyl-tRNA synthetase"	53872	65673	11219	18376	18451	14176	272540184773224	-149121479274112	232956408058569	-64012610993135	"15409	8786925339"	"140071	189710209"
gene1686	SAOUHSC_01768	ABD30837.1	3919686	"conserved hypothetical protein"	4416	5371	734	3045	2230	2325	257770016928503	-525965434140856	179852269833796	-292443033733691	345087310276794	802856191256215
gene1687	SAOUHSC_01769	ABD30838.1	3919687	"conserved hypothetical protein"	10553	7359	1274	6144	3961	4482	480860787979261	-467912549539553	298996700598407	-156494218365313	11759646644469	177470902972826
gene1688	SAOUHSC_01770	ABD30839.1	3919688	"conserved hypothetical protein"	763	571	20	568	309	321	319799041982641	443528721287147	58041647925013	76415597617105	939088460784658	954792281199117
gene1689	SAOUHSC_01771	ABD30840.1	3919689	glutamate-1-semialdehyde-21-aminomutase	9004	10012	2039	11936	9352	9033	760069128144641	322051620495218	241279896763391	133476358708424	181953734615904	257141228258839
gene169	SAOUHSC_00179	ABD29357.1	3919493	"conserved hypothetical protein"	382	562	226	1722	1753	1268	914970758055287	141961071781715	497800716160615	285176511750761	43477213657864	987987180796644
gene1690	SAOUHSC_01772	ABD30841.1	3919690	"porphobilinogen synthase"	3433	3473	603	4506	3776	3306	275173408365327	506127588643423	209066360695571	242089443255969	154823727320082	304090249783019
gene1691	SAOUHSC_01773	ABD30842.1	3919691	"uroporphyrinogen-III synthase putative"	1324	1183	102	2284	1863	1703	115028350233764	126926216960931	342149637535476	370966977709485	20752975338907	639415996928486
gene1692	SAOUHSC_01774	ABD30843.1	3919692	"porphobilinogen deaminase"	5691	6244	968	8290	6633	6132	484083016945772	617173175582361	182345959801311	338462763998088	712748718146498	196977827560487
gene1693	SAOUHSC_01775	ABD30844.1	3919693	"conserved hypothetical protein"	4510	5341	1315	4113	3084	3322	338947403378723	-388005176595286	310864073904773	-124815058788087	211975915313236	293208343931757
gene1694	SAOUHSC_01776	ABD30845.1	3919694	"glutamyl-tRNA reductase"	55636	66085	8528	28215	25936	20972	29019034111095	-820155320449632	200146347744045	-409777809934598	"417134868	14343"	148604296776097
gene1695	SAOUHSC_01777	ABD30846.1	3919695	"GTP-binding protein"	1472	2016	289	1129	982	886	97733191050409	-412588465866737	200570057020833	-205707906750947	396786208764468	695789011957728
gene1696	SAOUHSC_01778	ABD30847.1	3919696	"ATP-dependent Clp protease ATP-binding subunit ClpX"	24197	22743	5692	37966	29940	26121	218735734082545	562896188521061	291579926564578	193050391072238	53544431126287	902064917098355
gene1697	SAOUHSC_01779	ABD30848.1	3919697	"trigger factor"	27814	25045	4407	65428	43909	50810	30838548506649	137050010968036	236995924274902	578280033242533	"734672	445203456"	"5317629	12718692"
gene1698	SAOUHSC_01780	ABD30849.1	3919698	"hypothetical protein"	54	205	30	36	31	84	68181959370786	-104286340369964	629989299399592	-165536685256962	978501055945363	152198913534196
gene1699	SAOUHSC_01781	ABD30850.1	3919699	"conserved hypothetical protein"	3052	4251	337	4151	3944	3664	264165149374207	741502858349865	300485686255143	24676811318069	135991399826035	27198279965207
gene17	SAOUHSC_T00018	NA	NA	NA	5	4	3	8	2	6	517276200831493	-816744583163692	101654821185851	-803448939888916	935962953359279	953385942066637
gene170	SAOUHSC_00180	ABD29358.1	3919494	"conserved hypothetical protein"	435	583	184	1718	1754	1247	891055317339242	153571574425877	414845326645839	370189958912044	213991310031953	658582929412175
gene1700	SAOUHSC_01782	ABD30851.1	3919700	"conserved hypothetical protein"	1923	3259	923	1944	2178	2006	202881555872365	-408689063721983	432337990902494	-94529990961205	344505784559017	438403640257428
gene1701	SAOUHSC_01783	ABD30852.1	3920425	"hypothetical protein"	5	6	2	36	44	55	220058794486778	327016431135001	662258076422978	493790023522701	"78968220	2885246"	"413110995	620274"
gene1702	SAOUHSC_01784	ABD30853.1	3920426	"ribosomal protein L20"	9306	12243	1861	30152	24900	25115	147240663739688	167871170087617	193677731071026	866755146083654	"0	000441512111476098"	"0	00099014519426115"
gene1703	SAOUHSC_01785	ABD30854.1	3920427	"ribosomal protein L35"	8252	11805	863	28545	22902	23387	131233361170401	197062577658822	311905759613804	631801663113952	"2649	4150819086"	"233832	247229094"
gene1704	SAOUHSC_01786	ABD30855.1	3920428	"translation initiation factor IF-3"	14354	17105	3303	43858	37612	36472	22049538326062	157899071506275	238540914472924	66193705954036	"3607	31464252518"	"36826	9136639884"
gene1705	SAOUHSC_01787	ABD30856.1	3920429	"conserved hypothetical protein"	31183	57310	9348	6165	4894	5961	177935652198973	-268466035132178	305339400807768	-87923810167295	"0	000146423222381163"	"0	00348359944725968"
gene1706	SAOUHSC_01788	ABD30857.1	3920430	"threonyl-tRNA synthetase"	28150	80259	15009	6518	5586	4267	233262095029647	-321218408763306	429739011647291	-747473233886772	"7	7361151747710700001"	"11	566126294084"
gene1707	SAOUHSC_01789	ABD30858.1	3920431	"conserved hypothetical protein"	18366	32497	1039	7041	6654	5048	854159524771957	-11796605832948	504900500604379	-233642189279416	194692640368858	37433525231848
gene1708	SAOUHSC_01791	ABD30859.1	3920432	"conserved hypothetical protein"	10548	12692	2154	7600	6724	6054	674274875313374	-447955878925845	206686694714674	-216731841178377	302105835486515	549210342784787
gene1709	SAOUHSC_01792	ABD30860.1	3920433	"conserved hypothetical protein"	12738	13461	2333	7034	6171	4919	686366288558615	-782512680276849	214255890895074	-36522341439847	259968680956501	783341752309457
gene171	SAOUHSC_00181	ABD29359.1	3919495	"conserved hypothetical protein"	599	609	128	2189	2143	1531	103280667722534	194806146006166	275881139973827	706123463259024	"165	029660786663"	"1971	70808695331"
gene1710	SAOUHSC_01793	ABD30861.1	3920434	"conserved hypothetical protein"	5893	7143	883	2513	2476	1848	291849092462918	-103776194013874	224829698476032	-461576894499715	"391642488	50781499999"	"1753737886	34596"
gene1711	SAOUHSC_01794	ABD30862.1	3920435	"glyceraldehyde-3-phosphate dehydrogenase type I"	20078	22129	891	19848	27396	18757	144328897196974	896889637671065	515635099650568	173938825785689	819664922530539	130840328357267
gene1712	SAOUHSC_01795	ABD30863.1	3920436	"dephospho-CoA kinase"	4219	6290	1216	4845	3279	3941	359071143304202	-18506108971178	288831058425581	-640724341490657	521701796392568	609989792705157
gene1713	SAOUHSC_01796	ABD30864.1	3920437	"formamidopyrimidine-DNA glycosylase"	4412	4912	555	3853	2968	3181	275271980789396	404212662880142	230394382320161	175443801541324	860730925630027	896595896609019
gene1714	SAOUHSC_01797	ABD30865.1	3920438	"DNA polymerase I"	11801	12016	1454	9059	6659	6377	656130456615754	-193643885329763	227906235434512	-849664709526587	395511524175891	487776729939468
gene1715	SAOUHSC_01798	ABD30866.1	3920439	"conserved hypothetical protein"	1267	1175	81	2392	1561	2427	121041413259783	150431341729998	418714652277155	359269351841132	327277435700143	968033582784422
gene1716	SAOUHSC_01799	ABD30867.1	3920440	"Histidine kinase- DNA gyrase B- and HSP90-like ATPase domain protein"	3945	3808	344	6099	4099	4532	309526579761596	950479532658459	318773109817441	298168039707863	286671097326422	682417844659207
gene1717	SAOUHSC_01800	ABD30868.1	3920441	"two-component response regulator putative"	2565	3238	409	1294	936	909	13177248630873	-10239887050386	188061354579859	-544497144203951	"5181369	77951501"	"33821939	3630154"
gene1718	SAOUHSC_A01723	ABD32057.1	NA	"hypothetical protein"	14	8	0	18	23	17	106281462786502	147312274856397	749676850960514	196501031968181	494130431510178	839193582006112
gene1719	SAOUHSC_01801	ABD30869.1	3920442	"isocitrate dehydrogenase NADP-dependent"	6290	5126	1032	14415	10026	9851	665763675875859	130599364764352	257215195191145	507743582828765	"38256265	2737507"	"214047324	721844"
gene172	SAOUHSC_00182	ABD29360.1	3919496	"conserved hypothetical protein"	876	984	44	675	441	466	443591302611865	-580698034946009	458134699581353	-12675268550421	899136145084154	929016802473658
gene1720	SAOUHSC_01802	ABD30870.1	3920443	"conserved hypothetical protein"	3276	2756	443	5940	4536	4201	297945186970643	110959737567947	242532234721457	45750511347649	"476103687	005471"	"2100999496	20479"
gene1721	SAOUHSC_01803	ABD30871.1	3919273	"conserved hypothetical protein"	28811	36480	5076	7898	6193	4359	127919853272006	-201462438964863	225722652574755	-892522025002084	"4	4481321748643E-06"	"1	116521984443E-05"
gene1722	SAOUHSC_01804	ABD30872.1	NA	"transposase putative"	14	6	1	9	7	11	671624830201127	327218220552082	820440925556503	39883215275997	690016884057546	756417024279951
gene1723	SAOUHSC_01805	ABD30873.1	NA	"truncated transposase putative"	2	3	0	7	11	15	535827153768847	277453520191916	105561634503649	262835566630342	857987568005259	179606272843335
gene1724	SAOUHSC_01806	ABD30874.1	3919276	"pyruvate kinase"	38903	31292	11099	11428	8786	7068	187842531953646	-19953757882186	383892699383946	-519774351380134	"20172219	4812578"	"117929898	505815"
gene1725	SAOUHSC_01807	ABD30875.1	3919277	"6-phosphofructokinase putative"	9402	13528	6964	4034	3542	2926	855874181864322	-227653014466045	558176566194624	-407851257565456	"4532475107	46674"	160217724729057
gene1726	SAOUHSC_01808	ABD30876.1	3919278	"acetyl-CoA carboxylase carboxyl transferase alpha subunit"	6817	8404	1898	12431	7716	10177	709044169137598	552039682793517	30936968593488	178440134212024	743584731519734	120239233181914
gene1727	SAOUHSC_01809	ABD30877.1	3919279	"acetyl-CoA carboxylase carboxyl transferase beta subunit"	5211	6622	982	7922	5426	6178	461331646040529	514491260239732	196941015278672	261241295781748	899055828175062	187200665592616
gene1728	SAOUHSC_01810	ABD30878.1	3919280	"NADP-dependent malic enzyme putative"	4507	6420	1880	6478	4170	4795	454496438829257	-169518730325981	396618524065638	-42741001753596	669080712277679	739339591596014
gene1729	SAOUHSC_01811	ABD30879.1	3919281	"DNA polymerase III alpha subunit superfamily"	18252	15993	2671	17652	13709	11872	114414820859387	135320134021741	2312285781294	585222359262242	558398212416573	642463208230338
gene173	SAOUHSC_00183	ABD29361.1	3919497	"membrane protein putative"	2309	1430	596	3406	4763	3716	250796014656233	107553561205606	451439551695046	238245764691571	171975101030908	334416401151786
gene1730	SAOUHSC_01812	ABD30880.1	3919282	"conserved hypothetical protein"	4227	4077	810	4573	3402	2921	293233886978213	777378514358129	239692528973565	324323214280852	745693346267221	804450790030596
gene1731	SAOUHSC_01813	ABD30881.1	3919283	"conserved hypothetical protein"	6033	5604	1057	5215	4068	3151	366593348212065	-183969203540448	244106009846133	-75364471221503	4510625885329	542942033535422
gene1732	SAOUHSC_01814	ABD30882.1	3919284	"conserved hypothetical protein"	9436	8985	1281	6802	5168	4801	514557446003521	-277874355842553	216510112455699	-128342437538297	199343438601178	277700431778424
gene1733	SAOUHSC_01815	ABD30883.1	3919285	"conserved hypothetical protein"	13045	12017	2398	7105	6617	5170	692162389830248	-699050772543689	251844328255664	-277572569287339	550786565293029	122119290327531
gene1734	SAOUHSC_01816	ABD30884.1	3919286	"conserved hypothetical protein"	4629	5441	1314	2835	1968	1976	288297894096576	-10504292383355	303043551418638	-346626494250784	52774296192666	150720745702645
gene1735	SAOUHSC_01817	ABD30885.1	3919287	"conserved hypothetical protein"	674	486	40	465	296	288	295781773591636	-93007267757057	416217677434097	-223458235436873	823178884600102	865571648065288
gene1736	SAOUHSC_01818	ABD30886.1	3919288	"alanine dehydrogenase"	12323	14245	3267	14317	14799	9342	103646136780293	102568326552068	319338828979469	321189649501289	748066675448695	805791505522689
gene1737	SAOUHSC_01819	ABD30887.1	3919289	"conserved hypothetical protein"	51324	46751	22976	19597	17167	8237	321345537955392	-207628963812929	522112050845487	-39767127281721	"6987449181	42373"	235439174388859
gene1738	SAOUHSC_01820	ABD30888.1	3919290	"acetate kinase"	8749	7147	1262	10651	8683	7079	62141035368673	521058712699709	252998475953647	205953300997424	394432061471078	693106050215074
gene1739	SAOUHSC_01821	ABD30889.1	3919291	"conserved hypothetical protein"	2814	2035	242	2098	1524	1243	135418306893114	-367113619305034	340934321144747	-107678692503701	914250572142168	938255650930597
gene174	SAOUHSC_00184	ABD29362.1	3919498	"Response regulator receiver domain protein"	544	606	98	552	306	411	36235654226222	-906505624539984	262607926409412	-345193550299285	729948867226382	79000795123868
gene1740	SAOUHSC_01822	ABD30890.1	3919292	"conserved hypothetical protein"	9658	6469	671	6332	4478	3198	410776380445791	-197597078550392	400206638309618	-493737633600974	621491483432994	699495371801163
gene1741	SAOUHSC_01823	ABD30891.1	3921773	"conserved hypothetical protein"	1118	2028	189	1313	1239	1183	976482648704055	217965458950242	279927826124025	778648775179892	436186638727213	527356006874792
gene1742	SAOUHSC_01824	ABD30892.1	3921774	"thiamine biosynthesis protein ThiI"	1841	2797	702	2406	2364	2045	191353040117454	905852744561315	365711842276583	247695764764497	980238758064588	985642499840027
gene1743	SAOUHSC_01825	ABD30893.1	3921775	"conserved hypothetical protein"	1433	2093	137	1829	1556	1463	113600681040634	556271317939512	337931005219928	164610914460923	997412900611598	154876373216421
gene1744	SAOUHSC_01826	ABD30894.1	3921776	"conserved hypothetical protein"	213	151	61	223	188	137	156286459838008	-442888385919668	429664766180592	-10307765978966	91790133546924	940943444677348
gene1745	SAOUHSC_01827	ABD30895.1	3921777	"conserved hypothetical protein"	26870	25676	2961	26650	18288	18833	163949245436305	220296140367953	25932575739041	849495794728566	395605469201637	487776729939468
gene1746	SAOUHSC_01828	ABD30896.1	3921778	"GAF domain protein"	1997	2160	636	1231	811	797	125923700686693	-114599680709744	356461411204101	-321492529367019	130478474350453	338378299358142
gene1747	SAOUHSC_01829	ABD30897.1	3921779	"ribosomal protein S4"	40803	47800	10046	65982	67959	55947	428219395943444	732438296046077	277940254377196	263523647442618	840786846152326	176817279867238
gene1748	SAOUHSC_A01754	ABD32058.1	NA	"hypothetical protein"	87	89	13	128	59	72	625043766990062	356747237240468	363213801108148	982196260582745	326003169468294	419936286094751
gene1749	SAOUHSC_01830	ABD30898.1	3921780	"conserved hypothetical protein"	711	1089	197	1029	722	796	673500792720036	159153300191565	27308767818664	582791948902188	560033365489764	643803062176468
gene175	SAOUHSC_00185	ABD29363.1	3919499	"conserved hypothetical protein"	943	1430	156	877	528	589	625525454268518	-360547898289961	245420850323844	-146910051780116	141805527349874	207809278430238
